HouseType,HouseType_ID,BuilderName,Builder_ID,BrokerName,Broker_ID,SellerName,Seller_ID,CustomerName,Customer_ID,Customer_Address,Customer_CellNumber,PaymentMethod,PaymentMethod_ID,MortgageProvider,MortgageProvider_ID,SalePrice,SaleDate
Cottage,7,Builder_6,6,Broker_17,17,Seller_814,814,Tina Miles,70,"524 Ward Extension Apt. 121
Brianhaven, AS 77926",+1-778-395-6259x74093,Apple Pay,9,Capital One,9,821904.87,2023-02-19
Bungalow,9,Builder_19,19,Broker_27,27,Seller_323,323,Michelle Mooney,52,"USS Fox
FPO AE 28261",+1-378-957-1945x856,Google Pay,8,Bank of America,1,349924.93,2023-03-20
Single Family Home,3,Builder_13,13,Broker_23,23,Seller_256,256,Kelly Green,11,"06105 Leblanc Ridge
East Beth, CO 18899",+1-881-456-3810x208,Cheque,5,US Bank,4,825996.0,2020-02-22
Bungalow,9,Builder_12,12,Broker_10,10,Seller_208,208,Zachary Collins,85,"608 Moore Freeway
Heatherfurt, LA 80068",795-397-9986,Credit Card,1,TD Bank,7,384630.07,2021-02-04
Cottage,7,Builder_4,4,Broker_29,29,Seller_575,575,Jonathon Wilson,170,"538 Tiffany Ports
Lake Kimberly, ND 82295",4846474638,Google Pay,8,US Bank,4,789440.52,2024-04-20
Penthouse,6,Builder_4,4,Broker_24,24,Seller_326,326,Denise Forbes,180,"3576 Stephanie Spring
West Katherine, MD 32929",931-393-2991x74094,Gift Card,10,SunTrust Bank,8,774823.75,2020-11-11
Apartment,1,Builder_7,7,Broker_29,29,Seller_245,245,Brad Golden,74,"080 David Islands Suite 740
South Daniel, MO 75739",293-938-0007,Debit Card,2,PNC Bank,6,689415.64,2022-07-08
Villa,4,Builder_8,8,Broker_30,30,Seller_487,487,Laurie Lee,140,"2024 Lambert Lights Apt. 946
Lewismouth, WY 58849",+1-400-960-9110x27036,Credit Card,1,SunTrust Bank,8,562373.17,2021-12-21
Penthouse,6,Builder_13,13,Broker_22,22,Seller_91,91,David Poole,112,"63283 Diaz Cliffs
South Lisa, IN 17200",565.364.5995,Gift Card,10,SunTrust Bank,8,802086.09,2022-05-20
Bungalow,9,Builder_3,3,Broker_18,18,Seller_883,883,Justin Case,108,"762 Simmons Center Apt. 402
Shannonstad, MA 94011",(661)537-3857x9702,Apple Pay,9,Capital One,9,871342.18,2021-07-16
Villa,4,Builder_2,2,Broker_13,13,Seller_237,237,Christian Mendoza MD,37,"543 Fitzgerald Crossroad
Joshuashire, CO 77979",752.805.3387x64226,Cryptocurrency,6,TD Bank,7,725588.67,2021-08-15
Townhouse,2,Builder_14,14,Broker_30,30,Seller_625,625,Ann Woodward,38,"4570 Daniel Forges Suite 671
Lake Katiefort, IA 20838",335-537-2884x113,Cheque,5,PNC Bank,6,832452.92,2022-11-08
Villa,4,Builder_17,17,Broker_9,9,Seller_439,439,William York,147,"56728 Schmitt Drives
West Kevinside, NC 79901",001-422-902-1767x48861,Debit Card,2,PNC Bank,6,587682.84,2023-06-28
Mansion,8,Builder_5,5,Broker_30,30,Seller_70,70,Allen Brewer,12,"937 Thomas Heights
West Sharon, DE 42817",(832)397-9017,Cash,3,TD Bank,7,357641.76,2020-01-12
Villa,4,Builder_19,19,Broker_23,23,Seller_993,993,Debbie Ward,101,"079 Charles Valley
South David, VA 68292",8998921681,Debit Card,2,TD Bank,7,800164.68,2022-12-20
Cottage,7,Builder_15,15,Broker_27,27,Seller_314,314,Jorge Griffith,51,"6617 Walters Locks Apt. 551
South Calvinfurt, DE 37207",+1-426-872-0460x2552,PayPal,7,TD Bank,7,420110.6,2023-10-07
Studio,10,Builder_8,8,Broker_2,2,Seller_143,143,Brandon Wheeler,187,"3327 Amy Lights
Jamesport, SD 43413",+1-859-678-7915,PayPal,7,Citibank,5,698277.71,2020-03-26
Apartment,1,Builder_14,14,Broker_16,16,Seller_394,394,April Reid,33,"11218 Mooney Mountains
East Patricia, SD 71174",999-597-7429,Google Pay,8,Chase Bank,2,221813.28,2022-06-30
Villa,4,Builder_17,17,Broker_24,24,Seller_726,726,Michelle Baker,2,"72967 Andrew Court Suite 714
Michellechester, OK 58378",7784751749,Bank Transfer,4,US Bank,4,888068.97,2024-04-21
Cottage,7,Builder_18,18,Broker_15,15,Seller_887,887,Zachary Collins,85,"28956 Sharon Gateway Suite 651
Baileyhaven, AK 70114",001-934-682-2734,Google Pay,8,Chase Bank,2,936789.01,2023-10-28
Single Family Home,3,Builder_10,10,Broker_21,21,Seller_36,36,Daisy Turner,48,"216 Dixon Ramp Apt. 977
Hillside, FL 51141",(546)450-0784x983,Gift Card,10,Chase Bank,2,875590.38,2023-07-31
Mansion,8,Builder_3,3,Broker_7,7,Seller_956,956,Shelby Jackson,120,"538 White Tunnel Suite 540
Freemanstad, RI 99592",001-963-677-2291,Cheque,5,Citibank,5,840845.37,2023-01-27
Cottage,7,Builder_1,1,Broker_16,16,Seller_470,470,Peter Wagner,4,"665 Jennifer Court Apt. 629
East Kimberly, ME 93187",(841)416-8824x277,Cheque,5,Bank of America,1,640287.39,2024-07-01
Duplex,5,Builder_4,4,Broker_21,21,Seller_391,391,April Reid,33,"9780 Williams Cape
Lake Anthony, MI 97324",001-778-397-9791x3265,Google Pay,8,Chase Bank,2,915827.61,2024-04-17
Mansion,8,Builder_14,14,Broker_11,11,Seller_727,727,Cody Herrera,99,"1153 Maynard Mill Apt. 991
Burchfort, GU 56769",221-763-6027x5424,Debit Card,2,Bank of America,1,281637.41,2020-03-20
Villa,4,Builder_18,18,Broker_9,9,Seller_656,656,Heather Rose,174,"053 Murray Corners Apt. 716
Port Anthony, OK 73001",695.825.7113x1808,Bank Transfer,4,US Bank,4,840468.26,2021-07-26
Duplex,5,Builder_5,5,Broker_14,14,Seller_609,609,Christopher Griffin,143,"68473 Alison Lights Apt. 279
Tracybury, PA 44772",811-791-1176,Cryptocurrency,6,Ally Bank,10,662290.46,2022-12-28
Duplex,5,Builder_3,3,Broker_8,8,Seller_746,746,Tom Barber,31,"3738 King Summit
Davisberg, GU 43398",001-508-876-4763,PayPal,7,Capital One,9,797488.63,2022-10-15
Studio,10,Builder_18,18,Broker_10,10,Seller_62,62,Anna Parrish,64,"Unit 4593 Box 3394
DPO AP 37934",+1-641-661-9122x75738,Gift Card,10,SunTrust Bank,8,415286.44,2024-06-17
Single Family Home,3,Builder_6,6,Broker_8,8,Seller_239,239,Michael Robinson,200,"15315 Michael Islands
Lisashire, KY 46961",+1-886-719-7985x328,Cheque,5,Bank of America,1,302785.88,2022-09-12
Bungalow,9,Builder_11,11,Broker_13,13,Seller_425,425,Carol George,146,"517 Rangel Heights
Petersonstad, OH 49421",338.689.2280,Credit Card,1,Chase Bank,2,885899.77,2021-08-05
Apartment,1,Builder_10,10,Broker_17,17,Seller_356,356,Shelley Thompson,29,"57851 James Parkways
New Heatherfort, NM 24534",+1-493-582-0412x2487,Debit Card,2,PNC Bank,6,702444.83,2022-01-02
Bungalow,9,Builder_11,11,Broker_11,11,Seller_788,788,Eric Thompson,169,"60324 Ruiz Flat Apt. 282
North Eric, CA 69139",(397)459-4147x0078,Credit Card,1,Bank of America,1,403216.31,2020-07-28
Townhouse,2,Builder_20,20,Broker_13,13,Seller_180,180,Jeanne Fisher,106,"004 Salas Junction Suite 855
Smithbury, AL 34130",+1-425-339-0846x7499,Bank Transfer,4,PNC Bank,6,701199.99,2021-07-03
Apartment,1,Builder_7,7,Broker_12,12,Seller_129,129,Ann Woodward,38,"9587 Elaine Burg Suite 603
North Christinestad, DC 68407",536.530.9596x6398,Google Pay,8,SunTrust Bank,8,889969.73,2024-08-01
Bungalow,9,Builder_3,3,Broker_27,27,Seller_884,884,Darren Nelson,97,"27887 Kathleen Brooks Suite 800
Nicoletown, VT 28517",(916)488-8109x29615,PayPal,7,TD Bank,7,373330.5,2021-04-03
Duplex,5,Builder_13,13,Broker_6,6,Seller_806,806,Adam Ramirez,6,"373 Farmer Village Apt. 460
Sethmouth, DE 33926",(939)456-9672x707,PayPal,7,Chase Bank,2,849765.94,2023-07-27
Penthouse,6,Builder_5,5,Broker_20,20,Seller_506,506,Julie Dunn,47,"4412 Crystal Knolls
Howellfort, MH 11157",963.310.3653x05685,Debit Card,2,Bank of America,1,885385.1,2021-09-01
Villa,4,Builder_14,14,Broker_11,11,Seller_843,843,Morgan Russell,75,"8289 Gibson Mills
Lake Anthony, TX 84639",461.936.6574,Credit Card,1,Ally Bank,10,747018.18,2020-03-19
Studio,10,Builder_15,15,Broker_2,2,Seller_243,243,Denise Forbes,180,"67516 Patterson Key Suite 935
West Nicholas, MD 45078",+1-231-544-2316x2156,Apple Pay,9,Capital One,9,522577.77,2022-10-15
Bungalow,9,Builder_2,2,Broker_22,22,Seller_467,467,Todd Young,10,"965 Justin Corner Apt. 112
New Jasmine, NV 69415",995-685-1299x7228,Bank Transfer,4,Bank of America,1,564007.36,2022-08-09
Single Family Home,3,Builder_4,4,Broker_10,10,Seller_624,624,Alexander Cooper,175,"519 Audrey Mountains Suite 972
East Donna, AL 13936",+1-626-466-0050,Bank Transfer,4,Bank of America,1,811955.6,2021-07-05
Single Family Home,3,Builder_17,17,Broker_16,16,Seller_462,462,Daryl Frost,113,"2207 Greene Way
Port Kristen, VT 42411",673.914.6596,Debit Card,2,Wells Fargo,3,945894.16,2020-06-23
Villa,4,Builder_10,10,Broker_26,26,Seller_507,507,Brian Smith,148,"3765 Katie Inlet Apt. 426
Lake Justin, VT 99846",001-722-830-8347,Cryptocurrency,6,Citibank,5,724288.85,2022-01-09
Duplex,5,Builder_16,16,Broker_3,3,Seller_346,346,Amy Henderson,56,"5192 Tina Vista Suite 294
Carrillomouth, VA 76529",+1-467-448-3238,Google Pay,8,PNC Bank,6,589748.59,2024-08-27
Single Family Home,3,Builder_15,15,Broker_8,8,Seller_166,166,Susan Ortiz,191,"085 Sullivan Forges
Port Robertfurt, GU 56060",556-984-5057x82825,PayPal,7,TD Bank,7,670709.32,2022-08-10
Mansion,8,Builder_6,6,Broker_5,5,Seller_267,267,Michael Rivera,69,"9517 Thomas Turnpike
North Dawn, CT 38887",544-535-9060x9780,Debit Card,2,Ally Bank,10,251418.75,2020-08-12
Mansion,8,Builder_20,20,Broker_22,22,Seller_949,949,Richard Chapman,61,"USNS Massey
FPO AP 92536",+1-951-550-6488x927,Google Pay,8,Wells Fargo,3,473415.22,2020-04-19
Townhouse,2,Builder_13,13,Broker_2,2,Seller_569,569,Gregory Roberts,39,"2333 Hickman Plaza
West Michael, ID 74972",+1-932-960-1137,Debit Card,2,Capital One,9,941805.75,2020-05-23
Single Family Home,3,Builder_1,1,Broker_18,18,Seller_766,766,Daniel Duffy,115,"3893 Connie Locks Suite 079
Lake Joannefurt, MP 54221",625.784.9275x76438,Gift Card,10,PNC Bank,6,822278.03,2024-05-09
Bungalow,9,Builder_14,14,Broker_2,2,Seller_687,687,Laura Thomas,155,"1776 Smith Track Apt. 612
Ortizbury, NJ 12159",798.525.1819,Gift Card,10,Chase Bank,2,595924.5,2020-02-24
Villa,4,Builder_18,18,Broker_19,19,Seller_110,110,Andrea Lopez DDS,193,"1537 Wright Estates Apt. 105
Port Leah, CT 06200",571-285-1317x956,Debit Card,2,Capital One,9,527095.33,2021-08-07
Villa,4,Builder_3,3,Broker_1,1,Seller_378,378,Charles Hardy,20,"87473 Donald Lock Apt. 724
Rebeccaton, UT 33871",(202)912-4162x70734,Credit Card,1,Citibank,5,275321.82,2023-12-03
Single Family Home,3,Builder_19,19,Broker_17,17,Seller_451,451,Robin Long,172,"484 Evans Cliffs Apt. 232
Lake Cassandra, DC 98894",7793256129,Debit Card,2,PNC Bank,6,238559.83,2024-03-19
Studio,10,Builder_3,3,Broker_22,22,Seller_38,38,April Reid,33,"483 Smith Mews Apt. 508
Brendabury, NM 29906",387.891.7932x2368,Apple Pay,9,Chase Bank,2,430652.9,2022-08-23
Studio,10,Builder_19,19,Broker_4,4,Seller_5,5,Jorge Griffith,51,"62472 Hernandez Valleys Apt. 272
Garyberg, PA 88748",861-834-7342x28378,PayPal,7,Chase Bank,2,685211.35,2020-12-09
Townhouse,2,Builder_3,3,Broker_6,6,Seller_960,960,Mark Abbott,91,"349 Wilkerson Underpass Suite 884
South Kimberly, FL 94891",275.422.7243x16652,Debit Card,2,Citibank,5,830959.27,2023-06-12
Mansion,8,Builder_17,17,Broker_21,21,Seller_433,433,Laurie Lee,140,"PSC 5019, Box 3802
APO AA 29148",(764)957-2956,PayPal,7,Citibank,5,511049.74,2024-08-19
Penthouse,6,Builder_15,15,Broker_24,24,Seller_681,681,Tina Miles,70,"Unit 9436 Box 6237
DPO AA 35124",+1-835-991-3523x34163,Bank Transfer,4,PNC Bank,6,638678.43,2023-12-28
Single Family Home,3,Builder_15,15,Broker_23,23,Seller_403,403,Tamara Morgan,114,"281 Dalton Ridge
Lake Jamesville, OR 47589",(449)852-2901x767,Google Pay,8,Chase Bank,2,665478.34,2023-02-02
Townhouse,2,Builder_1,1,Broker_4,4,Seller_436,436,David Phillips,79,"5339 Juarez Cape Suite 675
Stephenbury, VT 99634",723-642-6883x0847,Cash,3,SunTrust Bank,8,455189.05,2023-07-06
Cottage,7,Builder_15,15,Broker_24,24,Seller_224,224,Tamara Morgan,114,"PSC 4244, Box 8405
APO AE 92172",+1-405-551-3415x6842,Apple Pay,9,Capital One,9,401452.0,2023-10-17
Apartment,1,Builder_5,5,Broker_14,14,Seller_737,737,Dr. Christian Wade,68,"465 Patterson Path Suite 629
New Jill, PW 90646",2264153557,Apple Pay,9,PNC Bank,6,975080.19,2021-03-31
Duplex,5,Builder_16,16,Broker_23,23,Seller_894,894,Frank Roach,176,"3133 Gill Ridges Suite 607
Fergusonhaven, MI 54365",+1-927-876-0383x100,Gift Card,10,Capital One,9,591591.59,2020-02-09
Apartment,1,Builder_12,12,Broker_10,10,Seller_344,344,Michael Robinson,200,"8284 Weeks Course Suite 404
Coreyshire, NY 69074",243.295.6493x786,Cheque,5,Capital One,9,409948.19,2020-11-20
Studio,10,Builder_5,5,Broker_11,11,Seller_424,424,Jonathan Moore,44,"Unit 2343 Box 3940
DPO AP 55156",615.920.6779,Cash,3,Citibank,5,376071.91,2024-10-02
Studio,10,Builder_3,3,Broker_8,8,Seller_415,415,Jonathan Simmons,36,"367 Anderson Brook Apt. 024
Marquezmouth, WY 78821",001-375-840-9620x99951,Debit Card,2,Chase Bank,2,332484.72,2022-06-27
Villa,4,Builder_9,9,Broker_10,10,Seller_936,936,Robin Long,172,"4046 Jessica Road
New Robertton, NY 29325",487.261.4433x346,Bank Transfer,4,Wells Fargo,3,591596.19,2022-11-13
Townhouse,2,Builder_6,6,Broker_2,2,Seller_611,611,Matthew Cardenas,188,"Unit 5211 Box 9468
DPO AE 42828",(802)356-6838,Gift Card,10,TD Bank,7,239287.55,2021-09-05
Duplex,5,Builder_4,4,Broker_19,19,Seller_387,387,Nancy Garza,63,"PSC 1078, Box 7265
APO AE 21376",+1-589-708-4315x3018,Bank Transfer,4,SunTrust Bank,8,332499.73,2023-12-08
Duplex,5,Builder_9,9,Broker_20,20,Seller_281,281,Richard Chapman,61,"8687 Eric Estates
Marksmouth, WY 72839",001-425-567-5909x703,Cash,3,US Bank,4,700174.89,2023-08-10
Single Family Home,3,Builder_3,3,Broker_28,28,Seller_78,78,Makayla Bryant,43,"309 Hess Oval
Port Ricardo, NE 48240",7788742469,Google Pay,8,PNC Bank,6,710502.67,2023-09-19
Studio,10,Builder_2,2,Broker_13,13,Seller_243,243,Dr. Jonathan Costa,160,"756 Dawson Shoals
New Colleenview, ND 74521",206-976-5042x8122,Cryptocurrency,6,Capital One,9,689880.39,2021-04-01
Bungalow,9,Builder_16,16,Broker_7,7,Seller_348,348,Michelle Mooney,52,"02895 Smith Mount
Jasonland, AS 82636",(595)374-3534x6604,Gift Card,10,SunTrust Bank,8,261656.31,2022-05-23
Mansion,8,Builder_2,2,Broker_19,19,Seller_495,495,Steven Myers,35,"229 Kevin Port
Port Anthonyside, MA 01292",(698)544-9512x2058,PayPal,7,Wells Fargo,3,379919.42,2021-04-28
Penthouse,6,Builder_15,15,Broker_4,4,Seller_207,207,Christopher Merritt,104,"1627 Marshall Groves
Danielleside, MP 69608",945-236-3184x520,Google Pay,8,TD Bank,7,703085.4,2022-09-01
Apartment,1,Builder_14,14,Broker_7,7,Seller_530,530,Ryan Banks,135,"18322 Payne Way
South Tammy, AR 17188",811-354-9939x917,Apple Pay,9,Ally Bank,10,221691.64,2024-02-12
Duplex,5,Builder_13,13,Broker_15,15,Seller_537,537,Matthew Washington DDS,183,"79190 Seth Extensions Suite 254
West Jeffreyview, PR 80920",726.355.3286x0146,Cash,3,PNC Bank,6,578458.48,2023-07-11
Studio,10,Builder_7,7,Broker_2,2,Seller_460,460,Susan Ortiz,191,"688 Matthews Island
West Michael, AS 56588",896-759-5730x23031,Cryptocurrency,6,PNC Bank,6,590356.87,2022-11-06
Single Family Home,3,Builder_1,1,Broker_4,4,Seller_818,818,Michael Baker,59,"479 Joel Plains
North Amandabury, ND 90090",(874)739-7696,Cryptocurrency,6,Ally Bank,10,407974.36,2023-03-26
Duplex,5,Builder_20,20,Broker_21,21,Seller_392,392,Spencer Baldwin,49,"863 Jones Cape
New Amberton, WY 69551",296.537.5969x19196,Google Pay,8,Chase Bank,2,294389.02,2024-04-30
Cottage,7,Builder_18,18,Broker_3,3,Seller_151,151,Steven Simpson,178,"9394 Mark Junction
Heathertown, DE 30925",881-221-4000,Apple Pay,9,Bank of America,1,395923.03,2022-12-06
Mansion,8,Builder_8,8,Broker_1,1,Seller_685,685,Kayla Moore,62,"266 Reyes Knoll
Morrisville, MS 25970",001-536-972-7533x6357,Credit Card,1,Citibank,5,307155.51,2022-07-02
Bungalow,9,Builder_9,9,Broker_10,10,Seller_126,126,Robert Davis,125,"25173 Kenneth Valleys Apt. 973
Martinezfort, MD 57049",001-460-456-2480x3407,Cryptocurrency,6,Bank of America,1,403832.75,2022-02-10
Studio,10,Builder_18,18,Broker_4,4,Seller_154,154,Charles Hardy,20,"5777 Eric Plains Suite 582
Port Gabriellefort, NJ 96825",001-350-487-4409x076,Gift Card,10,PNC Bank,6,407705.64,2022-08-06
Penthouse,6,Builder_15,15,Broker_13,13,Seller_657,657,Cindy Burton,149,"657 Craig Turnpike Apt. 429
Lake Timothy, NV 78534",257.558.6241,Cheque,5,Bank of America,1,860223.73,2020-09-10
Apartment,1,Builder_19,19,Broker_23,23,Seller_787,787,Frank Roach,176,"4982 Nichole Dam
Castrobury, NJ 01803",437.255.3326,Google Pay,8,Ally Bank,10,613394.83,2020-05-03
Villa,4,Builder_14,14,Broker_6,6,Seller_290,290,April Reid,33,"PSC 6145, Box 5022
APO AA 17478",(444)845-9372x631,Gift Card,10,Ally Bank,10,585909.67,2021-08-29
Studio,10,Builder_6,6,Broker_29,29,Seller_909,909,Michael Lindsey,192,"3159 Ethan Brooks
Lawsonshire, OR 90393",001-575-649-1026x213,Cryptocurrency,6,PNC Bank,6,890100.63,2022-03-11
Townhouse,2,Builder_13,13,Broker_16,16,Seller_910,910,Shelby Jackson,120,"PSC 5408, Box 9282
APO AE 61283",4782120320,Debit Card,2,PNC Bank,6,801050.76,2024-10-01
Apartment,1,Builder_15,15,Broker_3,3,Seller_526,526,Elizabeth Rowe,142,"7098 Rivers Glens
Jeremiahstad, MN 40040",(642)739-0668x7114,Google Pay,8,Bank of America,1,860937.23,2020-09-10
Single Family Home,3,Builder_16,16,Broker_20,20,Seller_951,951,Larry Miller,72,"950 Julie Land Suite 798
East Jessica, AZ 66174",+1-869-408-8008,Apple Pay,9,SunTrust Bank,8,528480.4,2021-03-07
Penthouse,6,Builder_11,11,Broker_7,7,Seller_729,729,Evan Osborne,132,"44293 Cole Plaza
Lake Christine, DC 20690",+1-342-660-4819x887,Cryptocurrency,6,Wells Fargo,3,190451.83,2024-02-11
Penthouse,6,Builder_6,6,Broker_14,14,Seller_815,815,Kayla Moore,62,"53760 Brandi Trace Suite 615
Laurenberg, NM 55217",(256)892-7268x02077,Apple Pay,9,Wells Fargo,3,174628.85,2021-03-04
Cottage,7,Builder_10,10,Broker_9,9,Seller_457,457,Kaitlin Navarro,110,"992 Ramirez Forge
North Suzannestad, IN 39370",001-544-480-1282,Apple Pay,9,US Bank,4,518489.47,2022-02-01
Duplex,5,Builder_15,15,Broker_8,8,Seller_509,509,April Wright,21,"4452 Jacob Villages Apt. 486
Lake Angelastad, NM 34004",2904956306,Cheque,5,Wells Fargo,3,982534.78,2023-08-11
Townhouse,2,Builder_6,6,Broker_5,5,Seller_34,34,Samuel James,141,"53039 Cook Fall Suite 201
Lindseyburgh, MA 62855",996-433-6859,Credit Card,1,Capital One,9,839848.38,2021-03-15
Duplex,5,Builder_6,6,Broker_25,25,Seller_214,214,Kristina Madden,55,"871 Andrea Lights
West Craigfort, ND 34218",842-922-1492x315,Apple Pay,9,Bank of America,1,283654.24,2021-03-27
Penthouse,6,Builder_12,12,Broker_10,10,Seller_234,234,Michael Rivera,69,"764 Victoria Pass
East Jessica, FM 36421",613-929-4634x49929,PayPal,7,Wells Fargo,3,628103.66,2023-04-05
Townhouse,2,Builder_2,2,Broker_13,13,Seller_828,828,Emily Moore,171,"0691 Kimberly Dale Apt. 561
Huntton, NE 32977",(378)436-5655x215,Cheque,5,TD Bank,7,705056.88,2021-02-03
Single Family Home,3,Builder_1,1,Broker_19,19,Seller_353,353,Shawn Choi,9,"96378 Jon Lakes Apt. 730
Georgefort, UT 84897",(338)945-4062x6304,Cryptocurrency,6,Capital One,9,977699.83,2020-08-18
Townhouse,2,Builder_7,7,Broker_12,12,Seller_573,573,Bianca Gonzalez,123,"6935 Patterson Divide
Lake Rebeccashire, WI 98278",663-730-8244,Apple Pay,9,Capital One,9,977635.6,2024-03-30
Townhouse,2,Builder_7,7,Broker_4,4,Seller_387,387,Robin Long,172,"36653 Black Route
West Kayla, OR 42996",001-718-435-9347x819,Credit Card,1,Bank of America,1,942112.77,2020-09-07
Duplex,5,Builder_2,2,Broker_11,11,Seller_766,766,William York,147,"277 Villa Knoll Suite 786
Port John, AR 62233",001-607-925-7616x9763,PayPal,7,Wells Fargo,3,381973.53,2020-07-09
Bungalow,9,Builder_19,19,Broker_8,8,Seller_217,217,Eric Thompson,169,"75627 Collins Valley Apt. 883
North Christopherland, KY 47734",001-453-483-7265x30183,Cheque,5,SunTrust Bank,8,588181.24,2022-07-30
Townhouse,2,Builder_8,8,Broker_4,4,Seller_243,243,Tamara Morgan,114,"950 Paul Causeway
Lake Kellybury, MS 33624",+1-314-620-6904x6974,Gift Card,10,Bank of America,1,276294.95,2022-05-14
Single Family Home,3,Builder_6,6,Broker_16,16,Seller_666,666,Amanda Graham,30,"5282 Marsh Camp
Kennethshire, AS 49127",378-301-4421,Debit Card,2,Chase Bank,2,487011.57,2021-07-24
Mansion,8,Builder_20,20,Broker_3,3,Seller_468,468,Kaitlin Navarro,110,"006 Kline Islands
Merrittshire, MA 10906",651.611.0043x762,Cryptocurrency,6,Chase Bank,2,896024.62,2022-07-07
Villa,4,Builder_1,1,Broker_3,3,Seller_277,277,Jacqueline Adams,190,"USNV Bowman
FPO AA 10202",498-551-1024x53259,Google Pay,8,Wells Fargo,3,730430.55,2020-09-15
Penthouse,6,Builder_15,15,Broker_27,27,Seller_619,619,Bryan Porter,116,"5284 Alisha Spurs Suite 472
East Jillberg, WA 80241",460.630.5670x75484,Bank Transfer,4,Ally Bank,10,823663.53,2021-12-13
Duplex,5,Builder_6,6,Broker_7,7,Seller_929,929,Denise Wilson,1,"01209 John Mills
North Donald, MD 97756",532.581.7416,Gift Card,10,Capital One,9,184406.56,2020-09-19
Single Family Home,3,Builder_19,19,Broker_11,11,Seller_38,38,Matthew Washington DDS,183,"475 Miller Throughway Suite 630
Sotochester, NJ 18150",(301)690-2469x463,Google Pay,8,TD Bank,7,259011.61,2023-06-14
Apartment,1,Builder_11,11,Broker_28,28,Seller_997,997,Marcus Weaver,145,"795 Courtney Unions
Jenkinsfort, SD 49055",544.506.7823,Apple Pay,9,Chase Bank,2,614078.28,2024-04-17
Penthouse,6,Builder_11,11,Broker_23,23,Seller_299,299,David Phillips,79,"523 Ashley Springs Suite 255
Lake Alexander, PA 88168",539-852-6536x845,Gift Card,10,Bank of America,1,336661.69,2020-03-30
Bungalow,9,Builder_11,11,Broker_21,21,Seller_788,788,Holly Schroeder,77,"61840 Parrish Islands
West Dawnburgh, GU 19144",(804)680-5221,Cash,3,Ally Bank,10,567115.89,2023-06-18
Single Family Home,3,Builder_4,4,Broker_29,29,Seller_201,201,Barbara Evans,19,"12073 Dawn Corner
Jonesberg, ND 21110",001-407-878-3909x481,Cash,3,TD Bank,7,199330.32,2021-01-03
Studio,10,Builder_5,5,Broker_15,15,Seller_942,942,David Russell,14,"078 Tina Parkways Suite 721
East Gabrielleton, UT 35631",+1-441-429-6684x28374,Apple Pay,9,Ally Bank,10,493549.62,2020-07-11
Apartment,1,Builder_8,8,Broker_11,11,Seller_654,654,Sara Navarro,98,"53425 Simon Dale
Valdezfurt, NM 32800",393.483.8063,Cheque,5,PNC Bank,6,546255.14,2022-12-12
Bungalow,9,Builder_16,16,Broker_18,18,Seller_662,662,Michael Baker,59,"12999 Taylor Flats
Andrewberg, IA 49613",(688)612-6790x3995,Credit Card,1,Chase Bank,2,321537.05,2022-12-26
Villa,4,Builder_12,12,Broker_27,27,Seller_465,465,Justin Case,108,"994 Huang Drive Suite 985
Youngmouth, GU 89295",805-228-3110,Cash,3,Ally Bank,10,306856.3,2022-05-16
Duplex,5,Builder_5,5,Broker_10,10,Seller_619,619,Matthew Cardenas,188,"Unit 4688 Box 0906
DPO AP 70523",(334)946-6623,Cryptocurrency,6,PNC Bank,6,663449.0,2023-08-13
Studio,10,Builder_5,5,Broker_15,15,Seller_769,769,Judith Petersen,22,"19372 Nicholas Estate Apt. 286
South Carrieburgh, SC 87586",938.673.6694,Credit Card,1,TD Bank,7,729840.89,2021-06-12
Cottage,7,Builder_20,20,Broker_16,16,Seller_274,274,Judith Petersen,22,"54450 Thornton Canyon
Port Angelaview, AS 74524",001-941-618-2541x5959,Credit Card,1,Capital One,9,498362.42,2024-04-02
Cottage,7,Builder_15,15,Broker_15,15,Seller_219,219,Jacqueline Adams,190,"120 Howard Falls Suite 344
East Todd, WA 87923",815-887-0355x5978,Debit Card,2,Ally Bank,10,831246.0,2024-02-29
Single Family Home,3,Builder_14,14,Broker_12,12,Seller_665,665,Kathryn Potter,5,"656 Cooper Mountains Suite 185
Johnstonborough, IN 73882",829-942-4496x713,Apple Pay,9,Citibank,5,752337.53,2021-07-09
Mansion,8,Builder_14,14,Broker_12,12,Seller_87,87,Allen Brewer,12,"098 Hancock Streets Apt. 411
Port Melindatown, GU 25521",820-418-5606,Google Pay,8,US Bank,4,975466.0,2021-12-30
Studio,10,Builder_12,12,Broker_15,15,Seller_301,301,Heather Rose,174,"USNS Mckay
FPO AP 40064",001-285-550-0574,Cryptocurrency,6,SunTrust Bank,8,822080.31,2023-07-09
Duplex,5,Builder_6,6,Broker_29,29,Seller_185,185,Michael Lindsey,192,"Unit 9059 Box 5705
DPO AA 67151",+1-287-403-9170x0689,Google Pay,8,SunTrust Bank,8,725088.66,2022-12-06
Apartment,1,Builder_6,6,Broker_28,28,Seller_475,475,Madison Pena,162,"5552 Knight Haven Apt. 767
South Benjamin, AL 23900",8028708912,Gift Card,10,Wells Fargo,3,324677.29,2024-04-25
Townhouse,2,Builder_5,5,Broker_21,21,Seller_981,981,Joseph Parker,18,"9175 Joseph Forks
South Michaelbury, TX 10133",(382)924-9221x9137,Apple Pay,9,Ally Bank,10,556575.12,2022-08-14
