SalesID,CarModel,CarModel_ID,EmployeeName,Employee_ID,Employee_Address,Employee_CellNumber,Manufacturer,Manufacturer_ID,CustomerName,Customer_ID,Customer_Address,Customer_CellNumber,PaymentMethod,PaymentMethod_ID,SalePrice,SaleDate,CarYear,CarColor,Customer_Email,WarrantyStatus
1018,GLA,33,Brianna Ross,10,"7021 Garrett Lane
Zacharystad, FM 40081",+1-785-983-6463x173,Mercedes-Benz,7,Becky Howe,150,"PSC 9777, Box 4746
APO AP 75173",(815)541-1085x7331,Gift Card,10,80774.84,2021-04-11,2019,Blue,andrea01@example.net,Expired
1019,A6,38,Leslie Thomas,14,"4412 Crystal Park Suite 018
Hillport, IA 85995",001-474-252-9031,Audi,8,Christopher Long,82,"638 Michelle Wells Apt. 410
Craigstad, AK 19582",5638716935,Cheque,5,89616.11,2024-09-07,2023,Silver,malonejames@example.com,Expired
1020,E-Class,32,Danielle Smith,3,"67668 Ashley Oval Suite 734
Kimton, IA 23334",4765912852,Mercedes-Benz,7,Paul Johnson,99,"5604 Nathan Village Apt. 963
Karenbury, IA 68505",(448)842-7696x260,Gift Card,10,94137.06,2022-05-19,2024,Silver,simpsonbarbara@example.org,Active
1021,A6,38,Alan Smith,9,"00812 Hernandez Cliff
South William, GA 93800",+1-759-971-8707,Audi,8,Emily Gonzales,126,"0378 Frank Loaf Apt. 045
North Melissa, MN 51617",367-756-7319x480,Cryptocurrency,6,53775.66,2021-04-06,2015,Silver,lynchruth@example.net,Active
1022,A6,38,Danielle Smith,3,"33703 Hunter Via
Heatherville, DE 05456",323-716-5713,Audi,8,Janet Simon,52,"512 Rachel Haven
Carrollchester, TX 72105",790-531-1710x85589,Google Pay,8,29926.07,2022-03-13,2016,Silver,derrick18@example.com,Active
1023,3 Series,26,Leslie Thomas,14,"72885 Cochran Rue Suite 583
South Sherryberg, ME 94237",455.229.9354x8151,BMW,6,Darius Faulkner,88,"86056 Karen Turnpike
Robertburgh, PA 07971",566.254.2711x70628,Google Pay,8,59399.06,2022-02-03,2020,Silver,klucero@example.com,Expired
1024,Odyssey,15,Stephen Bradley,1,"0579 Ramirez Islands
Travisfort, LA 76737",885.586.3502,Honda,3,Barbara Perry,80,"086 Kimberly Mount Suite 203
Maysville, ME 22648",(415)842-2458x736,Gift Card,10,71856.6,2020-01-25,2016,Green,ubauer@example.org,Active
1025,X3,29,Danielle Smith,3,"8058 Jeremy Plaza Apt. 138
West Antonio, NC 40295",(570)582-5438x9805,BMW,6,Laura Lawson,35,"84519 Bauer Land Suite 641
Lake Kelseymouth, GA 45699",265.304.8520x925,PayPal,7,80940.82,2024-07-16,2023,White,mariahfields@example.com,Active
1026,A6,38,Lori Cooper,12,"486 Campbell Rue
Longstad, MI 31011",804.947.4812x843,Audi,8,Jimmy Wheeler,3,"40347 Ashley Well
Nathanview, MS 24867",445.387.3098,Credit Card,1,61445.28,2020-05-29,2020,Yellow,charlesmay@example.net,Active
1027,Model 3,42,Stephen Bradley,1,"USCGC Meyer
FPO AE 36891",(648)677-7137,Tesla,9,Joshua Hall,136,"PSC 8366, Box 4855
APO AA 49605",(658)274-4407x14350,Cheque,5,84976.4,2023-06-06,2023,Green,jesse82@example.org,Expired
1028,Camry,2,April Lopez,6,"791 Dixon Springs
Port Mallory, VA 09225",715.592.5916x45570,Toyota,1,Andrea Gomez,92,"Unit 5104 Box 2632
DPO AP 06415",(567)844-4273x8362,Apple Pay,9,48397.85,2021-09-04,2016,Yellow,batesjesus@example.net,Active
1029,Atlas,49,Lori Cooper,12,"53589 Maxwell Estate Suite 874
Schwartzfort, MT 73578",988.541.3037,Volkswagen,10,Michael Henry,123,"6351 Davis Streets Suite 078
Morrisonmouth, ND 40780",(974)404-6940,PayPal,7,48641.1,2024-01-27,2024,Red,fhernandez@example.com,Expired
1030,S-Class,35,Stephen Bradley,1,"136 Snow Forks Suite 353
West Maryton, VA 29661",273.743.7516x45316,Mercedes-Benz,7,Patricia Snyder,97,"0633 Felicia Centers
Abigailshire, ID 44120",001-826-671-5518x196,Gift Card,10,38681.71,2022-08-10,2021,Silver,zfuller@example.com,Active
1031,Traverse,20,April Lopez,6,"607 Hoffman Plaza Apt. 039
Kimberlyton, MP 04400",(475)301-8118,Chevrolet,4,Joshua Hall,136,"636 Robert Crossing
Lake Joann, FL 53624",+1-527-720-3951x38640,PayPal,7,66923.82,2020-03-05,2018,Black,johnsonwilliam@example.org,Expired
1032,Camry,2,Cheryl Harrison,2,"0044 Steven Causeway Suite 946
North Jessicamouth, AS 94167",506.904.2827x117,Toyota,1,Darius Faulkner,88,"7075 Cynthia Islands
South Chad, PW 77450",821-939-7981,Apple Pay,9,49865.57,2020-05-02,2016,Blue,wilcoxrebecca@example.com,Expired
1033,E-Class,32,Brianna Ross,10,"36587 Anderson Lights Suite 756
West Sarah, DE 67496",+1-566-547-8773x223,Mercedes-Benz,7,Stacy Harvey,73,"27676 Welch Wells Suite 309
New Jill, PA 75456",(613)231-9637,Bank Transfer,4,91412.49,2022-08-02,2023,Blue,smcgrath@example.org,Expired
1034,Silverado,16,Amy Walter,5,"33870 Parrish Mountains
Port Michael, MT 00878",001-575-533-5938,Chevrolet,4,Linda Jensen,118,"5602 Blair Drive Suite 826
Lake Mark, IL 69643",260.329.9470,Cash,3,89551.46,2024-08-07,2023,Blue,ortegaeric@example.com,Active
1035,F-150,6,John Pham,15,"71515 Jessica Mill
Jenniferview, SD 52014",473.779.4410x294,Ford,2,Brian Boyd,139,"454 Mack Neck
East Coreyfort, KY 40723",(209)706-3669x302,Credit Card,1,81761.29,2022-03-09,2022,White,phamkatherine@example.net,Expired
1036,Camry,2,April Lopez,6,"513 Coleman Via
Huertashire, AZ 81873",221-418-5628,Toyota,1,Dennis Wilson,26,"USS Mack
FPO AP 25413",230-453-6131x62044,Bank Transfer,4,64065.91,2020-08-09,2024,Blue,jon83@example.net,Expired
1037,Odyssey,15,Craig Anderson,13,"087 George Shoals
South Connie, VT 21721",001-344-962-0905x713,Honda,3,Bailey Smith,96,"2572 Garrett Lake
Davidside, KS 69969",796.567.9716x975,PayPal,7,34266.84,2021-10-14,2021,Silver,storres@example.com,Active
1038,Jetta,46,April Lopez,6,"6510 Walker Fork
Taylorberg, ID 04072",001-585-728-8085x1362,Volkswagen,10,Taylor Butler,69,"3393 Tucker Pine
New Keithburgh, NM 51157",541-834-6822x200,Cryptocurrency,6,29009.63,2021-09-17,2019,Silver,villanuevajoseph@example.net,Active
1039,Silverado,16,Danielle Smith,3,"2933 Samuel Viaduct Apt. 855
East Jonathanville, FM 34490",+1-492-456-7056x99563,Chevrolet,4,Lisa Soto,75,"663 Cox Valleys
Lake Abigailport, NY 33497",604.622.8909x37146,Credit Card,1,82806.85,2022-06-22,2015,Red,danielwilliams@example.net,Expired
1040,Sentra,22,Sean Cummings,11,"324 Samantha Meadows Apt. 575
Jonesview, MP 74652",001-977-588-7593x325,Nissan,5,Charles Hicks,81,"910 Garza Gateway Apt. 748
New Perryberg, AR 26563",+1-433-580-2377x738,Cryptocurrency,6,24099.55,2022-08-14,2018,Black,duffydestiny@example.com,Active
1041,Escape,9,April Lopez,6,"414 Kathryn Island Apt. 927
Lake Franciscoville, DE 04461",001-778-738-4016x723,Ford,2,Darius Faulkner,88,"740 Taylor Center
Cordovatown, VT 99548",+1-763-658-0407,Bank Transfer,4,67518.19,2023-10-29,2017,White,michael99@example.org,Expired
1042,E-Class,32,Shawn Ruiz,8,"91636 Cameron Dam Suite 608
Lake Annborough, MS 42459",531-684-5823x822,Mercedes-Benz,7,Jerome Miller,6,"65485 Cody Brook
Port Andrewburgh, WV 22581",+1-978-315-8592x20459,Google Pay,8,65062.47,2021-09-24,2016,Blue,mccallstephen@example.com,Expired
1043,Malibu,17,Leslie Thomas,14,"Unit 2002 Box 7888
DPO AP 66879",988.368.8151x002,Chevrolet,4,Dylan Ross,57,"2743 Chase Trail Apt. 202
Rodriguezstad, NJ 55348",001-513-878-0316x1475,Gift Card,10,25044.72,2023-10-11,2021,Yellow,andrea92@example.net,Expired
1044,RAV4,5,Craig Anderson,13,"13899 Sanchez Center
North Janetburgh, NM 93077",+1-875-202-6814,Toyota,1,Ricardo Hart,95,"32035 Tiffany Corner
West Rachelton, NC 55166",(792)928-7236,Cryptocurrency,6,22123.62,2023-06-18,2015,Red,dean05@example.net,Expired
1045,Golf,45,John Smith,7,"42511 Abigail Walks Apt. 947
South Jennifer, KS 32313",001-324-259-5914x7002,Volkswagen,10,Joy Ramirez,43,"7564 Matthew Camp
Cohenberg, GU 62958",001-403-356-7585,Cheque,5,89798.2,2023-02-16,2015,Black,meghangentry@example.com,Expired
1046,CR-V,13,Cheryl Harrison,2,"92615 King Points Suite 837
Lake Wesley, MH 22528",881.484.6492,Honda,3,Michael Cox,33,"24657 Brown Trail Suite 562
East Melaniestad, FM 77203",001-803-458-4260x080,Debit Card,2,65004.39,2020-11-29,2024,White,meyersalan@example.net,Active
1047,Golf,45,Stephen Bradley,1,"Unit 1726 Box 4101
DPO AA 16813",(763)414-3227x417,Volkswagen,10,Linda Ho,105,"692 Barber Place
Murphyborough, OK 77355",611-881-7440x71850,Cryptocurrency,6,67709.83,2023-03-08,2019,Red,susan29@example.org,Expired
1048,Murano,24,John Smith,7,"1625 Frank Lights Apt. 624
New Stephanie, MN 42780",(619)408-2162x758,Nissan,5,Cindy Grant,142,"06644 Key Land
Michaelshire, AK 41955",001-967-243-9000x505,Debit Card,2,40576.87,2022-11-11,2015,Green,seantaylor@example.net,Expired
1049,Model X,43,April Lopez,6,"36027 Reed Drive
South Erica, AL 21342",815-216-2502x92210,Tesla,9,Donald Jimenez,85,"3725 Martin Road
Port Sarah, WI 29287",586-495-2948,Debit Card,2,95332.61,2021-01-05,2024,Green,zachary91@example.com,Active
1050,Mustang,7,Amy Walter,5,"15945 Nelson Loaf
Knoxfurt, GU 66335",7776959765,Ford,2,Brittney Daniel,48,"368 Amy Lakes
Ortizville, FM 50654",894.796.3102,Google Pay,8,36211.1,2022-11-18,2021,Silver,paulfigueroa@example.org,Active
1051,Explorer,8,John Pham,15,"325 Kaiser River
Port Cassandra, CT 66849",+1-784-516-1136x254,Ford,2,Aaron Briggs,61,"201 Christopher Road Apt. 207
Ryanland, LA 09031",001-687-498-7026x9189,Cryptocurrency,6,87566.53,2020-02-19,2023,Blue,robert14@example.com,Active
1052,Model Y,44,John Pham,15,"8541 Chang Light Suite 478
New Jonathantown, LA 95920",4306305078,Tesla,9,Susan Morales,36,"836 Eric Cliff
Williamsside, AZ 05473",360.770.8346x338,Apple Pay,9,65596.69,2024-08-25,2018,White,lgarcia@example.net,Expired
1053,Edge,10,John Smith,7,"3018 Woods Circles Suite 420
South Karenberg, GA 90094",+1-521-258-6542,Ford,2,Alec Grant,55,"3443 Veronica Parkway Apt. 258
Ericastad, GA 74647",817-835-3266,Cash,3,96044.6,2021-03-15,2016,Green,victoria62@example.net,Expired
1054,Atlas,49,Leslie Thomas,14,"8960 Michelle Hills
West Juliehaven, NY 39788",(633)220-2505,Volkswagen,10,Stacy Harvey,73,"849 Walters Road
North Michael, ID 53380",+1-910-610-2573x43857,Bank Transfer,4,72388.79,2023-11-05,2023,Blue,ianwade@example.org,Expired
1055,Model X,43,Brianna Ross,10,"0950 Morgan Divide
Phillipsshire, MI 47297",653-894-7223x8865,Tesla,9,Jennifer Baxter,100,"USNV Gray
FPO AP 64866",(810)833-0312,Cash,3,28319.22,2022-09-18,2023,Black,greid@example.net,Expired
1056,Camry,2,Alan Smith,9,"PSC 6681, Box 9593
APO AA 74190",+1-822-691-9426x886,Toyota,1,Meghan Walker,14,"4412 David Manor
North Sandra, WA 82722",(919)501-2452x534,Debit Card,2,86319.04,2020-04-11,2019,Silver,donnagordon@example.org,Active
1057,GLA,33,Craig Anderson,13,"898 Justin Manors Apt. 090
Johnmouth, CO 27604",+1-221-362-9267,Mercedes-Benz,7,James Thomas,111,"92147 Candice Isle Apt. 138
Kristenberg, NC 00935",001-319-454-8471x748,Cash,3,58705.01,2021-05-26,2017,Blue,johnnyrichardson@example.org,Expired
1058,Mustang,7,Brianna Ross,10,"Unit 0437 Box 5621
DPO AA 82601",447.789.5050x42851,Ford,2,James Lewis,67,"56978 Benjamin Knoll Suite 770
New Beth, MD 19443",+1-723-481-7032x98341,Cash,3,76924.32,2023-05-09,2023,Yellow,morrisonbeth@example.org,Expired
1059,Corolla,1,Lori Cooper,12,"7201 Quinn Path
Reidfort, NM 14410",+1-891-351-9537x9961,Toyota,1,Taylor Martin,58,"150 Williams Well Suite 709
East Martin, PA 63554",526-745-3436x0426,Debit Card,2,98081.25,2020-11-05,2020,Red,hernandezbrittany@example.org,Expired
1060,Malibu,17,Craig Anderson,13,"3244 Alice Land Apt. 320
East Kayleemouth, NM 44232",241.323.7887,Chevrolet,4,Robert Daniels,25,"33136 Stephen Motorway Suite 711
New Michael, VA 28348",001-592-278-9245x276,Apple Pay,9,50439.96,2021-06-19,2024,Blue,ysmith@example.org,Expired
1061,Altima,21,Jamie Alexander,4,"509 Robert Well Apt. 868
Melindamouth, ME 73331",220.568.3562x19761,Nissan,5,Brittany Huber,127,"40996 Stephen Road
Veronicaport, LA 48785",552.962.9496,Credit Card,1,89234.96,2020-08-18,2017,Black,klewis@example.org,Active
1062,Corolla,1,John Smith,7,"749 Smith Gardens Apt. 243
South Gregoryborough, FL 82805",326-794-0962x928,Toyota,1,Lisa Soto,75,"812 Perez Knoll Apt. 139
Simmonsstad, AK 64975",+1-216-680-3161,Apple Pay,9,96608.51,2021-06-16,2015,Black,joseph76@example.com,Expired
1063,Maxima,25,Brianna Ross,10,"30808 Roy Square Apt. 291
North Linda, GU 19781",(259)819-2468x532,Nissan,5,Crystal Conner,119,"609 Franklin Street
New Megan, MP 72709",8306819073,Google Pay,8,55573.25,2020-08-25,2024,Blue,calvarez@example.net,Expired
1064,3 Series,26,Danielle Smith,3,"1632 Geoffrey Estate
Lake Walterside, AR 03021",302.380.6717x6524,BMW,6,Wesley Kelley,51,"379 John Shoals Apt. 002
Patriciafurt, MD 88984",719.612.3492,Bank Transfer,4,56242.2,2024-05-03,2020,Red,jstone@example.com,Expired
1065,Impala,19,Craig Anderson,13,"117 Melissa Trafficway Apt. 832
East Jenniferside, NE 82004",204-949-9323x0267,Chevrolet,4,Barbara Perry,80,"1380 Samantha Lake Apt. 409
West Joel, AK 40149",(608)340-7507x914,Cryptocurrency,6,94676.3,2024-02-27,2024,White,carsonmatthew@example.com,Active
1066,A6,38,John Smith,7,"67101 Gonzalez Square
East Elizabeth, CT 14730",+1-719-884-6412x3622,Audi,8,David Wilson,122,"44422 Kevin Field Apt. 286
Richardfort, UT 84640",(449)661-4762,Cash,3,59053.36,2024-05-12,2021,Blue,espinozashelby@example.com,Expired
1067,RAV4,5,Sean Cummings,11,"71481 Mills Mews
Deborahberg, AZ 99788",001-658-610-5300,Toyota,1,Jerome Miller,6,"PSC 9733, Box 0548
APO AP 47004",266.813.8862,Credit Card,1,20066.85,2022-12-08,2022,White,harveyrobert@example.net,Expired
1068,M3,30,Jamie Alexander,4,"15114 Rodriguez Pines Apt. 587
East Zacharyside, IN 19233",517-923-1010,BMW,6,Laura Keller,71,"711 Ashley Spring
Walkerborough, MA 93277",(577)839-2532,Bank Transfer,4,74915.87,2022-10-10,2015,Blue,lcoleman@example.net,Active
1069,C-Class,31,Shawn Ruiz,8,"475 Nelson Alley
West Larry, AK 49597",001-484-605-5544x3957,Mercedes-Benz,7,Luis Allen,72,"35779 Anthony Square
New Kristyfort, LA 38046",(405)561-2307x585,Bank Transfer,4,82731.84,2022-10-02,2016,Red,anthony87@example.net,Expired
1070,GLC,34,Stephen Bradley,1,"9089 Anthony Manor Suite 222
Lake Carolside, VT 36856",3095276264,Mercedes-Benz,7,William Castaneda,90,"76980 Spencer Square
Stanleyfort, NJ 84249",(354)862-2380x9180,Debit Card,2,87418.94,2021-06-11,2024,Yellow,nicolesmith@example.org,Expired
1071,Odyssey,15,John Smith,7,"110 Katrina Manors
East Thomas, SD 80601",+1-306-324-9547x848,Honda,3,Connor Kramer,89,"5979 Kemp Shore
Ibarraburgh, KS 16767",626.279.8351x302,Apple Pay,9,86360.57,2020-02-16,2018,Blue,davisjose@example.com,Expired
1072,Jetta,46,April Lopez,6,"13067 Brandt Glens Suite 965
Joneschester, CT 78399",538-882-1550,Volkswagen,10,Katherine Ortega,47,"084 Bates Neck
New Christopherside, UT 15417",881-937-0020x738,Cash,3,59565.13,2022-10-18,2017,Black,douglas31@example.com,Active
1073,Model X,43,Shawn Ruiz,8,"01300 Davis Light
East Adam, MA 31723",435-208-2474x23442,Tesla,9,Susan Morales,36,"869 Ramos Glen Apt. 034
Catherineshire, NE 46941",484.979.3874,Cheque,5,87251.97,2020-04-14,2021,Silver,mcguireann@example.com,Active
1074,3 Series,26,Lori Cooper,12,"Unit 4515 Box 2299
DPO AA 12957",001-521-530-9392x18002,BMW,6,Mitchell Harris,21,"868 Oconnell Meadow Apt. 063
South Curtisside, MS 23715",793.286.4586,Google Pay,8,74549.03,2020-10-19,2017,Yellow,uruiz@example.net,Expired
1075,A6,38,Danielle Smith,3,"15422 Davis Glens Apt. 345
East Diane, CA 29185",(680)581-1095x924,Audi,8,Brian Garcia,138,"Unit 7183 Box 0372
DPO AE 86399",4746709100,Credit Card,1,81510.75,2024-07-26,2018,Silver,johnsondylan@example.com,Expired
1076,5 Series,27,Cheryl Harrison,2,"3062 Chad Track Suite 694
Lake Richardmouth, GU 58472",715.236.1518,BMW,6,William Castaneda,90,"08835 Martinez Divide
Taylorfurt, OK 83887",424-669-9842x49064,Google Pay,8,22284.54,2021-10-05,2020,Black,slopez@example.net,Active
1077,M3,30,Craig Anderson,13,"7396 Matthews Way Suite 087
West Darren, WA 62533",(994)545-7257x87741,BMW,6,Preston Blair,5,"65997 Briana Lane
South Richardshire, RI 20926",379.929.0705x22467,Apple Pay,9,36714.66,2021-12-16,2023,Blue,ruizjennifer@example.com,Expired
1078,Murano,24,Lori Cooper,12,"59373 Woodward Isle
North Kyleville, CO 63557",+1-595-207-0791x721,Nissan,5,Dylan Ross,57,"Unit 6609 Box 9049
DPO AP 78479",+1-345-485-2826x1854,Cash,3,68235.51,2022-06-13,2022,White,ematthews@example.net,Expired
1079,GLA,33,Cheryl Harrison,2,"15306 Joy Canyon
Lewisborough, OK 90098",782.554.1807,Mercedes-Benz,7,Jason Hendricks,60,"355 Strong Isle Apt. 706
East Corey, RI 40245",+1-642-841-7698,Bank Transfer,4,29756.67,2023-09-22,2018,White,ysmith@example.com,Active
1080,A4,37,Danielle Smith,3,"4684 Smith Divide
South Lindseyport, NH 97099",001-822-929-0913x830,Audi,8,Melissa Griffith,2,"67120 Catherine Via
North Andrewville, WY 41379",941.348.3704x4924,Cheque,5,84856.62,2024-03-09,2020,Blue,rebeccadixon@example.com,Active
1081,Pilot,14,Craig Anderson,13,"893 Patricia Pines Suite 840
Harrisonmouth, NY 14932",862.355.1532x1410,Honda,3,James Lewis,67,"9526 Jones Path Apt. 171
Palmerhaven, DE 79515",2045355998,Debit Card,2,33797.64,2024-02-24,2015,Black,elizabeth81@example.com,Active
1082,F-150,6,Shawn Ruiz,8,"43449 Gonzales Rest Suite 089
East Olivia, ID 61200",+1-810-564-8963,Ford,2,Allen Atkins,44,"970 Taylor Place
South Alyssa, AZ 88687",950.656.9561,Gift Card,10,59274.7,2024-09-26,2016,White,carlosmitchell@example.org,Expired
1083,Atlas,49,John Pham,15,"1029 Stephanie Throughway
Morrisberg, MP 33703",204-775-8318x256,Volkswagen,10,Joy Dixon,124,"972 Brandon Hills Apt. 780
South Joshua, MD 19420",8635736338,Gift Card,10,64525.43,2021-12-20,2022,White,pgreen@example.net,Expired
1084,Rogue,23,Danielle Smith,3,"Unit 6071 Box 6556
DPO AP 52162",382.303.7687x167,Nissan,5,Dr. Wendy Arias MD,137,"3394 Brandon Park
Lindaland, KS 63557",+1-792-337-8229x388,PayPal,7,29682.21,2020-07-03,2018,Green,quinnheidi@example.org,Active
1085,Escape,9,John Pham,15,"973 Scott Lake Apt. 830
Lake Ericshire, ID 69515",377-405-6057x4524,Ford,2,Bradley Norton,91,"26789 Gill Cove
Kaylastad, MT 92742",9559221004,Cheque,5,99734.58,2020-06-16,2016,Red,ybryan@example.com,Active
1086,Highlander,4,April Lopez,6,"05366 Kenneth Road
North Troystad, AZ 78356",370-805-1279x1254,Toyota,1,Shannon Wright,110,"45940 Teresa Lodge Apt. 779
Patrickstad, MP 20348",700.348.2153x63084,Google Pay,8,64457.81,2023-06-26,2015,Red,oconnorjeffrey@example.com,Expired
1087,Camry,2,Shawn Ruiz,8,"25650 Joseph Ville
North Howard, GU 49750",(717)545-6805,Toyota,1,Rachel King,28,"USNS Sanchez
FPO AA 71026",273.369.3855,PayPal,7,84437.63,2022-10-27,2016,Green,daniellebrown@example.org,Expired
1088,Escape,9,Sean Cummings,11,"4144 Howell Corner
Charlesside, IL 98267",(508)565-1513x721,Ford,2,Joshua Hall,136,"6387 Steven Roads Suite 629
Terryville, AL 73803",(501)396-4362x229,Cheque,5,69934.1,2023-06-09,2016,Blue,boydhannah@example.org,Expired
1089,Prius,3,Leslie Thomas,14,"2105 Brenda Point
West Andreaview, IL 88069",(531)205-3464x394,Toyota,1,James Fowler,131,"9324 Miller Green Suite 726
New Keithchester, WI 98902",(252)304-9905x38332,Cheque,5,92800.23,2022-04-29,2022,Blue,cooperbrian@example.com,Active
1090,Altima,21,Sean Cummings,11,"Unit 8180 Box 0467
DPO AP 49108",281.389.0002,Nissan,5,Ernest Pruitt,7,"30043 Harper Mountains
Port Ritamouth, HI 42924",+1-762-761-3348x0122,Apple Pay,9,88129.15,2021-12-06,2022,Silver,penaheidi@example.org,Expired
1091,Civic,11,Shawn Ruiz,8,"725 Steven Ranch Apt. 070
North David, LA 85967",5525020042,Honda,3,Rachel King,28,"1168 Heidi Locks Suite 757
Youngborough, MD 79076",234.203.7244,Google Pay,8,34496.21,2020-08-04,2023,White,murphybernard@example.com,Active
1092,X5,28,Amy Walter,5,"77250 Clark Pine Apt. 588
Howefurt, PA 98557",001-385-717-3882x31114,BMW,6,Jesse Weiss,132,"07175 Rhonda Loop
Port Christopher, AZ 38441",440.466.6995,Gift Card,10,61670.3,2021-06-28,2023,White,vrobbins@example.net,Active
1093,Model Y,44,Sean Cummings,11,"9617 Swanson Villages Suite 692
West Denise, VA 09155",+1-648-518-5601x21758,Tesla,9,Sheri Johnson,27,"6127 James Divide Suite 177
Haileyfort, RI 92112",001-765-253-2964,Google Pay,8,23691.42,2022-07-29,2017,Silver,vpark@example.net,Expired
1094,RAV4,5,April Lopez,6,"231 Lauren Islands
Harristown, IL 13771",877.640.5422,Toyota,1,Robert Campbell,98,"44278 Erika Way
South Markberg, MH 41934",(319)538-9774,Credit Card,1,24515.97,2020-07-16,2018,Green,eramirez@example.org,Active
1095,Jetta,46,Sean Cummings,11,"4516 Ashley Summit
Blackport, PR 89561",376.946.7767x99585,Volkswagen,10,Denise Schmidt,112,"6892 Davis Shore
Whiteborough, MI 11527",+1-266-312-8607x8763,Debit Card,2,96248.82,2022-08-20,2021,White,schultzsarah@example.org,Expired
1096,X5,28,Craig Anderson,13,"5626 Thomas Shore
Isaacview, ME 32713",(718)779-9116x6283,BMW,6,Brian Garcia,138,"02897 Davis Parkways Apt. 129
New Ericbury, MO 33346",491.465.4072x71038,Cheque,5,29177.95,2023-06-25,2015,Silver,melissa87@example.net,Active
1097,Altima,21,Lori Cooper,12,"92815 Sarah Fork
Tiffanymouth, MI 18063",332-845-6522x9152,Nissan,5,Christopher Beck,40,"48403 Michael Crossing
Jonestown, FM 04156",+1-614-313-7508,Credit Card,1,59160.9,2022-04-04,2020,Green,stephengill@example.net,Expired
1098,GLA,33,Craig Anderson,13,"76906 Emily View
North Ethanside, GA 22516",405-667-5673x89382,Mercedes-Benz,7,Jacqueline Stone,145,"2755 Mary Mission
North Matthew, ND 94475",+1-967-840-0194x80611,Cheque,5,48412.24,2023-05-12,2015,Green,mtorres@example.net,Expired
1099,5 Series,27,Alan Smith,9,"94241 David Via Apt. 014
New Brianmouth, KS 07911",943.343.9562,BMW,6,Caitlyn Crawford,120,"75707 Nathan Flats Apt. 904
Port Sylvia, UT 96770",208-446-0754x38499,Apple Pay,9,99882.27,2023-07-21,2015,White,ybennett@example.com,Active
1100,Equinox,18,Amy Walter,5,"PSC 4110, Box 4384
APO AP 11290",001-711-209-6824x92499,Chevrolet,4,Meghan Walker,14,"PSC 8415, Box 7519
APO AA 88939",001-416-792-9803x03567,PayPal,7,59590.54,2020-11-06,2020,Green,tammy85@example.net,Expired
1101,Q7,40,Jamie Alexander,4,"326 Armstrong Well Apt. 188
Jonesberg, IN 89300",9034315371,Audi,8,James Fowler,131,"8942 Michael Knolls
North Joshuaview, NE 06852",987.259.5883x0850,Gift Card,10,28311.62,2023-05-24,2021,Yellow,fsingh@example.com,Active
1102,Mustang,7,John Smith,7,"409 Tran Alley
Hernandezburgh, IN 02452",+1-513-860-1300,Ford,2,Sara Green,42,"737 Todd Crest
Garzafort, ND 22789",570-278-2174x00554,Cheque,5,61787.27,2023-05-08,2019,Blue,jason49@example.org,Expired
1103,Rogue,23,Danielle Smith,3,"87055 Allen Stravenue Suite 488
East Davidland, GA 15514",001-407-479-2811,Nissan,5,Joshua Hall,136,"0633 Kimberly Streets
Ramirezside, DC 76906",7044433709,Google Pay,8,39499.82,2021-01-08,2020,Silver,merrittandrew@example.org,Expired
1104,RAV4,5,Craig Anderson,13,"55698 Campbell Summit
Wendystad, FM 48125",001-953-323-0652x10218,Toyota,1,Shannon Wright,110,"421 Peterson Court
West Andrewshire, KY 46939",769.391.9185x07321,Cheque,5,82558.42,2023-07-08,2018,White,wdixon@example.net,Active
1105,GLA,33,Stephen Bradley,1,"4951 Brown Landing Apt. 487
East Kristitown, SC 76803",(443)760-8055x777,Mercedes-Benz,7,Linda Jensen,118,"27838 Martin Radial Suite 309
Christopherchester, MS 75519",820-337-4052,Gift Card,10,46018.15,2023-02-03,2018,Red,jodidudley@example.org,Expired
1106,GLC,34,April Lopez,6,"2587 Spencer Island
West Theresa, KS 53089",239-254-5872x98106,Mercedes-Benz,7,Taylor Butler,69,"84251 Jesse Points
Martinborough, RI 70254",(334)843-9074x270,Bank Transfer,4,78708.79,2021-09-29,2020,Silver,chaddavis@example.org,Expired
1107,Model X,43,Danielle Smith,3,"30895 Jessica Manor
North Kelli, MI 95911",339-237-9468,Tesla,9,James Brooks,107,"9885 Holloway Ports Suite 041
West Chris, FL 03692",(270)914-7353x68451,Debit Card,2,90714.64,2022-11-01,2022,Black,jerrydavis@example.com,Active
1108,A3,36,Sean Cummings,11,"124 Cindy Mill Apt. 653
Ewingberg, IN 53987",(433)494-0996,Audi,8,James Orozco,116,"77391 James Overpass Apt. 900
Coxbury, GU 05453",935.963.6418x4523,Apple Pay,9,76872.88,2022-11-08,2020,Black,smithmonique@example.com,Expired
1109,Model 3,42,John Pham,15,"8717 Randall Summit Suite 403
New Louis, LA 23584",001-826-675-1057x98420,Tesla,9,Allen Atkins,44,"6493 Ramirez Tunnel Apt. 067
Christinaton, LA 40810",(851)467-5505,PayPal,7,64885.43,2022-01-26,2023,Red,davidjones@example.com,Expired
1110,Edge,10,Alan Smith,9,"608 Jeffrey Squares Apt. 811
Lawrencehaven, GU 61298",(344)987-7611,Ford,2,Kari Johnson,129,"542 Mcneil Extensions Suite 668
West Ryan, KY 21084",(405)417-2599x00076,Cash,3,86676.64,2021-07-12,2015,Black,matthew28@example.net,Active
