CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
22305,MS.,ANNE,CARLSON,1972-11-21,S,F,anne20@adventure-works.com,20000,0,Partial High School,Manual,N
22306,MR.,IVAN,KAPOOR,1973-04-11,S,M,ivan1@adventure-works.com,30000,0,High School,Manual,N
22307,MRS.,SARAH,ROSS,1973-03-16,M,F,sarah29@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22308,MRS.,CASSANDRA,LOPEZ,1973-08-22,M,F,cassandra18@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22309,MRS.,LEAH,ZHOU,1973-07-02,M,F,leah6@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22310,MS.,CHRISTINA,SANDERS,1972-03-13,S,F,christina2@adventure-works.com,20000,0,Partial High School,Manual,N
22311,MR.,BRUCE,SARA,1972-07-04,S,M,bruce9@adventure-works.com,30000,0,High School,Manual,N
22312,,KRISTI,MEHTA,1972-08-09,M,NA,kristi31@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22313,MR.,JARROD,MARTINEZ,1972-06-06,S,M,jarrod16@adventure-works.com,40000,2,Partial College,Clerical,Y
22314,MS.,BRANDY,PATEL,1971-11-15,M,F,brandy21@adventure-works.com,10000,0,Partial High School,Manual,N
22315,MR.,DARREN,RAMAN,1971-02-28,S,M,darren15@adventure-works.com,20000,0,Partial High School,Manual,Y
22316,MS.,DEANNA,SARA,1971-03-21,M,F,deanna14@adventure-works.com,20000,0,Partial High School,Manual,N
22317,MS.,KARLA,NATH,1971-05-09,S,F,karla19@adventure-works.com,20000,0,Partial High School,Manual,N
22318,MR.,RAMON,XU,1971-03-08,S,M,ramon12@adventure-works.com,30000,0,High School,Manual,Y
22319,MR.,JORGE,ZHOU,1971-11-07,S,M,jorge10@adventure-works.com,30000,0,High School,Manual,N
22320,MR.,DANNY,GILL,1971-10-28,M,M,danny14@adventure-works.com,30000,0,High School,Manual,N
22321,MR.,ALAN,ZENG,1970-01-26,S,M,alan26@adventure-works.com,40000,2,Partial College,Clerical,Y
22322,MR.,ROGER,ZHAO,1971-11-15,S,M,roger15@adventure-works.com,30000,0,High School,Manual,Y
22323,MRS.,ERICA,LIANG,1971-12-12,S,F,erica16@adventure-works.com,40000,2,Partial College,Clerical,Y
22324,MRS.,KARI,GILL,1971-08-09,M,F,kari34@adventure-works.com,40000,2,Partial College,Clerical,N
22325,MR.,NOAH,RODRIGUEZ,1970-06-20,S,M,noah67@adventure-works.com,40000,2,Partial College,Clerical,Y
22326,MRS.,RILEY,HOWARD,1975-02-23,S,F,riley31@adventure-works.com,40000,3,Partial College,Clerical,Y
22327,MR.,JAKE,CAI,1974-11-20,S,M,jake19@adventure-works.com,40000,3,Partial College,Clerical,Y
22328,MS.,GRACE,ANDERSON,1974-07-02,S,F,grace9@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y
22329,MS.,GRACE,PETERSON,1974-01-02,M,F,grace40@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y
22330,MR.,JOSE,WALKER,1974-04-03,M,M,jose66@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y
22331,MRS.,MICHELE,YUAN,1929-09-20,M,F,michele7@adventure-works.com,20000,2,Partial College,Clerical,N
22332,MRS.,BRITTANY,BENNETT,1931-07-13,M,F,brittany1@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
22333,MRS.,GABRIELLA,WATSON,1931-08-13,M,F,gabriella6@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,Y
22334,MR.,JUAN,SERRANO,1966-05-24,M,M,juan4@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y
22335,MR.,ANTHONY,TAYLOR,1966-11-24,M,M,anthony18@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y
22336,MR.,FRANK,MORENO,1966-11-04,M,M,frank14@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y
22337,MRS.,HALEY,JENKINS,1953-04-03,M,F,haley25@adventure-works.com,20000,2,High School,Manual,N
22338,MR.,THOMAS,RUSSELL,1953-03-26,M,M,thomas22@adventure-works.com,20000,2,High School,Manual,N
22339,MR.,RICHARD,NELSON,1953-11-02,M,M,richard29@adventure-works.com,20000,2,High School,Manual,N
22340,MR.,ISAAC,YOUNG,1953-10-02,M,M,isaac39@adventure-works.com,20000,2,High School,Manual,N
22341,MR.,TRISTAN,WASHINGTON,1953-11-16,M,M,tristan14@adventure-works.com,20000,2,High School,Manual,N
22342,MR.,JON,LAL,1954-10-04,M,M,jon4@adventure-works.com,20000,3,Partial High School,Clerical,N
22343,MRS.,BRITTANY,POWELL,1954-07-07,M,F,brittany7@adventure-works.com,30000,1,High School,Clerical,Y
22344,MRS.,KRYSTAL,YANG,1954-12-24,M,F,krystal5@adventure-works.com,30000,1,High School,Clerical,Y
22345,MRS.,AMANDA,JAMES,1955-07-18,M,F,amanda17@adventure-works.com,30000,2,High School,Skilled Manual,Y
22346,MRS.,CATHERINE,HOWARD,1955-04-06,M,F,catherine10@adventure-works.com,40000,1,Partial College,Clerical,Y
22347,MRS.,ABIGAIL,LONG,1956-02-17,M,F,abigail34@adventure-works.com,30000,2,High School,Skilled Manual,N
22348,MRS.,ZOE,TORRES,1956-07-01,M,F,zoe11@adventure-works.com,30000,2,High School,Skilled Manual,Y
22349,MR.,MASON,MORRIS,1956-10-21,M,M,mason17@adventure-works.com,30000,2,High School,Skilled Manual,Y
22350,MRS.,RILEY,POWELL,1956-06-06,M,F,riley6@adventure-works.com,30000,2,High School,Skilled Manual,Y
22351,MRS.,SARAH,DAVIS,1956-09-12,M,F,sarah7@adventure-works.com,30000,2,High School,Skilled Manual,N
22352,MRS.,ELIZABETH,MOORE,1957-12-05,M,F,elizabeth12@adventure-works.com,30000,2,High School,Skilled Manual,N
22353,MRS.,AMANDA,ALLEN,1957-03-07,M,F,amanda67@adventure-works.com,30000,2,High School,Skilled Manual,Y
22354,MRS.,SARA,KING,1957-03-03,M,F,sara46@adventure-works.com,30000,2,High School,Skilled Manual,N
22355,MR.,LOGAN,JONES,1957-04-27,M,M,logan52@adventure-works.com,30000,2,High School,Skilled Manual,N
22356,MR.,CHARLES,WARD,1957-02-26,M,M,charles51@adventure-works.com,30000,2,High School,Skilled Manual,Y
22357,MR.,JUSTIN,LAL,1957-01-20,M,M,justin26@adventure-works.com,30000,2,High School,Skilled Manual,Y
22358,MRS.,SYDNEY,BUTLER,1957-08-08,M,F,sydney36@adventure-works.com,40000,1,Partial College,Clerical,Y
22359,MR.,ETHAN,LEE,1958-10-26,S,M,ethan50@adventure-works.com,40000,2,Partial College,Clerical,N
22360,MR.,CALEB,COLLINS,1958-01-13,S,M,caleb31@adventure-works.com,40000,2,Partial College,Clerical,N
22361,MR.,NATHAN,WHITE,1958-10-21,M,M,nathan70@adventure-works.com,40000,2,Partial College,Clerical,Y
22362,MR.,AUSTIN,RUSSELL,1958-11-13,M,M,austin16@adventure-works.com,80000,5,Graduate Degree,Skilled Manual,N
22363,MRS.,FAITH,DIAZ,1958-04-21,S,F,faith21@adventure-works.com,80000,5,Graduate Degree,Skilled Manual,Y
22364,MRS.,KATHERINE,JENKINS,1958-09-20,M,F,katherine32@adventure-works.com,80000,5,Graduate Degree,Skilled Manual,Y
22365,MR.,SEBASTIAN,RICHARDSON,1958-03-02,M,M,sebastian10@adventure-works.com,80000,5,Graduate Degree,Skilled Manual,N
22366,MR.,LOGAN,HENDERSON,1958-07-16,M,M,logan7@adventure-works.com,80000,4,Graduate Degree,Skilled Manual,N
22367,MRS.,JASMINE,GRIFFIN,1958-10-13,S,F,jasmine60@adventure-works.com,80000,4,Graduate Degree,Skilled Manual,Y
22368,MR.,EDWARD,ROSS,1959-03-26,S,M,edward52@adventure-works.com,40000,2,Partial College,Clerical,N
22369,MR.,LOUIS,DENG,1959-05-05,M,M,louis18@adventure-works.com,60000,4,Graduate Degree,Skilled Manual,Y
22370,MRS.,CAROL,PATTERSON,1959-05-11,S,F,carol25@adventure-works.com,60000,4,Graduate Degree,Skilled Manual,Y
22371,MR.,BLAKE,POWELL,1972-10-14,S,M,blake56@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,N
22372,MS.,MELANIE,PERRY,1972-08-25,S,F,melanie23@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y
22373,MS.,GABRIELLE,BELL,1973-09-24,S,F,gabrielle6@adventure-works.com,40000,0,Graduate Degree,Skilled Manual,Y
22374,MR.,LUKE,PATTERSON,1973-03-04,M,M,luke29@adventure-works.com,40000,0,Graduate Degree,Skilled Manual,Y
22375,MRS.,JASMINE,WILLIAMS,1973-09-26,S,F,jasmine2@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,Y
22376,MR.,MARCUS,MARTIN,1972-03-18,S,M,marcus15@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y
22377,MR.,ROGER,ZENG,1967-03-12,S,M,roger26@adventure-works.com,10000,1,Graduate Degree,Manual,Y
22378,MRS.,REBEKAH,MALHOTRA,1962-02-14,S,F,rebekah5@adventure-works.com,10000,1,Graduate Degree,Manual,N
22379,MR.,FERNANDO,HAYES,1962-07-17,S,M,fernando64@adventure-works.com,10000,1,Graduate Degree,Manual,N
22380,MR.,BRENDAN,NATH,1962-08-23,S,M,brendan16@adventure-works.com,10000,1,Graduate Degree,Manual,N
22381,MR.,HUNTER,PATTERSON,1962-03-23,M,M,hunter7@adventure-works.com,10000,1,Graduate Degree,Manual,Y
22382,MRS.,BETHANY,XU,1962-11-26,S,F,bethany8@adventure-works.com,20000,1,Graduate Degree,Clerical,Y
22383,MR.,DEVIN,JENKINS,1962-02-21,M,M,devin45@adventure-works.com,20000,1,Graduate Degree,Clerical,Y
22384,MRS.,PAIGE,SANCHEZ,1961-09-27,S,F,paige42@adventure-works.com,10000,1,Bachelors,Manual,Y
22385,MRS.,MISTY,LAL,1961-12-15,M,F,misty10@adventure-works.com,20000,1,Graduate Degree,Clerical,Y
22386,,JEROME,GILL,1935-03-15,M,NA,jerome12@adventure-works.com,20000,1,Graduate Degree,Clerical,Y
22387,MRS.,AUDREY,ROMERO,1936-11-19,M,F,audrey10@adventure-works.com,20000,1,Graduate Degree,Clerical,Y
22388,MR.,BRADLEY,BECK,1936-05-16,M,M,bradley22@adventure-works.com,20000,1,Graduate Degree,Clerical,Y
22389,MR.,EDWIN,LUO,1957-09-15,M,M,edwin28@adventure-works.com,20000,1,Bachelors,Clerical,Y
22390,MR.,KELVIN,ZHENG,1957-02-02,M,M,kelvin38@adventure-works.com,20000,1,Bachelors,Clerical,Y
22391,MRS.,ANGELA,WATSON,1954-06-05,M,F,angela26@adventure-works.com,10000,2,Partial College,Manual,Y
22392,MRS.,BAILEY,GRAY,1954-05-14,M,F,bailey4@adventure-works.com,10000,2,Partial College,Manual,Y
22394,MRS.,MEAGAN,SURI,1937-06-06,S,F,meagan0@adventure-works.com,20000,1,Graduate Degree,Clerical,N
22395,MR.,JERMAINE,PATEL,1938-05-25,S,M,jermaine2@adventure-works.com,20000,1,Bachelors,Clerical,Y
22396,MRS.,REBEKAH,PATEL,1941-08-28,S,F,rebekah3@adventure-works.com,30000,1,Bachelors,Clerical,Y
22397,,MARIE,PATEL,1942-08-05,M,NA,marie7@adventure-works.com,10000,2,Partial College,Manual,Y
22398,MRS.,SHEILA,MORENO,1942-03-12,M,F,sheila6@adventure-works.com,20000,1,Partial College,Manual,Y
22399,MR.,ARTHUR,FERNANDEZ,1980-01-06,S,M,arthur18@adventure-works.com,10000,0,Partial College,Manual,Y
22400,MR.,RUBEN,MARTIN,1980-05-19,M,M,ruben23@adventure-works.com,10000,0,Partial College,Manual,N
22401,MR.,IAN,PRICE,1980-01-08,M,M,ian40@adventure-works.com,10000,0,Partial College,Manual,Y
22402,MR.,CLARENCE,XIE,1980-09-10,M,M,clarence18@adventure-works.com,10000,0,Partial College,Manual,Y
22403,MR.,CEDRIC,BECK,1979-02-21,M,M,cedric38@adventure-works.com,10000,0,Partial College,Manual,Y
22404,MS.,MARGARET,XU,1980-11-06,S,F,margaret18@adventure-works.com,10000,0,Partial College,Manual,N
22405,MR.,LEONARD,BECKER,1978-09-21,M,M,leonard22@adventure-works.com,10000,0,Partial College,Manual,Y
22406,MR.,KELVIN,SHEN,1977-11-12,M,M,kelvin44@adventure-works.com,10000,0,High School,Manual,Y
22407,MRS.,CAROLYN,GONZALEZ,1979-10-19,M,F,carolyn18@adventure-works.com,10000,1,High School,Manual,Y
22408,MR.,CLARENCE,SHAN,1979-09-06,S,M,clarence25@adventure-works.com,10000,1,High School,Manual,N
22409,MS.,CANDACE,MADAN,1979-08-15,S,F,candace7@adventure-works.com,20000,0,Bachelors,Clerical,Y
22410,MS.,CASSANDRA,ARTHUR,1978-08-16,S,F,cassandra7@adventure-works.com,20000,0,Bachelors,Clerical,N
22411,MS.,AMY,HE,1978-11-05,S,F,amy25@adventure-works.com,20000,0,Bachelors,Clerical,N
22412,MR.,DREW,ANDERSEN,1977-10-04,M,M,drew14@adventure-works.com,20000,0,Bachelors,Clerical,N
22413,MRS.,KRISTI,DIAZ,1943-12-27,M,F,kristi43@adventure-works.com,20000,1,Partial College,Manual,Y
22414,MR.,EUGENE,WU,1943-08-08,S,M,eugene11@adventure-works.com,20000,2,Partial College,Manual,N
22415,MRS.,NATALIE,PHILLIPS,1943-01-16,S,F,natalie49@adventure-works.com,30000,1,Bachelors,Clerical,N
22416,MRS.,TABITHA,ROMERO,1943-10-03,M,F,tabitha29@adventure-works.com,30000,1,Bachelors,Clerical,N
22417,MR.,SHAUN,GOEL,1961-11-10,M,M,shaun19@adventure-works.com,20000,1,Partial College,Manual,Y
22418,MR.,JACOB,SMITH,1961-08-26,M,M,jacob1@adventure-works.com,30000,4,Graduate Degree,Clerical,Y
22419,MR.,DAMIEN,XU,1959-05-03,S,M,damien22@adventure-works.com,10000,1,High School,Manual,N
22420,MR.,RICHARD,MOORE,1959-10-28,S,M,richard48@adventure-works.com,10000,1,High School,Manual,N
22421,MRS.,BARBARA,SHARMA,1959-10-11,S,F,barbara41@adventure-works.com,20000,2,Partial College,Manual,N
22422,MRS.,NICHOLE,BLACK,1959-12-05,M,F,nichole20@adventure-works.com,30000,3,Graduate Degree,Clerical,N
22423,MR.,BYRON,HERNANDEZ,1958-02-15,S,M,byron3@adventure-works.com,20000,2,Partial College,Manual,N
22424,MR.,EDWIN,RAI,1958-04-21,S,M,edwin40@adventure-works.com,20000,2,Partial College,Manual,Y
22425,MR.,ROY,SULLIVAN,1958-10-07,S,M,roy39@adventure-works.com,20000,2,Partial College,Manual,N
22426,MRS.,HEATHER,ZHU,1960-08-11,M,F,heather13@adventure-works.com,30000,3,Graduate Degree,Clerical,Y
22427,MR.,WILLIE,SHARMA,1960-04-15,S,M,willie28@adventure-works.com,30000,3,Bachelors,Clerical,N
22428,MRS.,DESTINY,SMITH,1960-09-26,S,F,destiny0@adventure-works.com,30000,3,Bachelors,Clerical,N
22429,MR.,JESSE,REED,1960-11-14,M,M,jesse21@adventure-works.com,30000,3,Bachelors,Clerical,Y
22430,MR.,BRAD,CHANDE,1960-03-05,S,M,brad15@adventure-works.com,40000,3,Graduate Degree,Clerical,N
22431,MRS.,MARIE,DOMINGUEZ,1970-06-08,S,F,marie36@adventure-works.com,10000,1,High School,Manual,N
22432,MRS.,BRIDGET,XIE,1970-08-11,S,F,bridget4@adventure-works.com,10000,2,High School,Manual,Y
22433,MR.,MIGUEL,HILL,1970-08-15,S,M,miguel29@adventure-works.com,20000,0,Partial College,Manual,N
22434,MR.,BILLY,SCHMIDT,1970-09-01,S,M,billy20@adventure-works.com,20000,0,Partial College,Manual,N
22435,MR.,ROSS,NAVARRO,1969-06-22,S,M,ross28@adventure-works.com,10000,2,High School,Manual,Y
22436,MR.,ROGER,RAJI,1970-09-23,S,M,roger49@adventure-works.com,30000,0,Bachelors,Clerical,Y
22437,MS.,TRISHA,ZHENG,1970-01-27,S,F,trisha14@adventure-works.com,40000,0,Graduate Degree,Clerical,N
22438,MR.,CASEY,JIMÉNEZ,1969-06-10,S,M,casey29@adventure-works.com,20000,0,Partial College,Manual,N
22439,MS.,TRACY,RAJI,1969-01-02,M,F,tracy20@adventure-works.com,30000,0,Bachelors,Clerical,Y
22440,MS.,ROBYN,SANZ,1969-05-20,S,F,robyn16@adventure-works.com,30000,0,Bachelors,Clerical,N
22441,MRS.,ANDREA,TORRES,1969-02-20,S,F,andrea14@adventure-works.com,30000,1,Bachelors,Clerical,Y
22442,MRS.,TRISHA,SUN,1969-06-14,S,F,trisha8@adventure-works.com,30000,1,Bachelors,Clerical,Y
22444,MR.,COLIN,XIE,1969-02-27,S,M,colin26@adventure-works.com,40000,0,Graduate Degree,Clerical,N
22445,MS.,DIANE,SUAREZ,1969-04-03,S,F,diane24@adventure-works.com,40000,0,Graduate Degree,Clerical,N
22446,MR.,JAKE,WU,1969-10-20,S,M,jake7@adventure-works.com,40000,0,Graduate Degree,Clerical,N
22447,MS.,TARA,SHAN,1969-04-13,M,F,tara10@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
22448,MS.,CINDY,WEBER,1969-10-10,S,F,cindy4@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
22449,MS.,HEATHER,HE,1969-04-16,M,F,heather17@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
22450,MS.,AUDREY,ALVAREZ,1969-02-24,M,F,audrey6@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y
22452,MS.,CARLY,DENG,1969-10-20,S,F,carly0@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y
22453,MR.,DAKOTA,LONG,1922-02-04,M,M,dakota8@adventure-works.com,10000,3,Bachelors,Clerical,Y
22454,MRS.,REBEKAH,RAMAN,1952-05-10,M,F,rebekah11@adventure-works.com,10000,3,Partial College,Manual,N
22455,MR.,ROY,KAPOOR,1952-03-09,M,M,roy1@adventure-works.com,10000,3,Partial College,Manual,Y
22456,MRS.,BRITTNEY,GUO,1951-08-11,S,F,brittney16@adventure-works.com,20000,2,Partial College,Manual,N
22457,MRS.,KIMBERLY,COOPER,1968-05-18,M,F,kimberly12@adventure-works.com,10000,2,High School,Manual,N
22458,MRS.,KENDRA,VAZQUEZ,1968-06-13,S,F,kendra14@adventure-works.com,20000,1,Partial College,Manual,N
22459,MR.,JOHNNY,XU,1968-05-03,M,M,johnny5@adventure-works.com,20000,1,Partial College,Manual,Y
22461,MR.,ARTURO,LUO,1968-10-04,S,M,arturo30@adventure-works.com,20000,1,Partial College,Manual,Y
22462,MRS.,LYDIA,CHANDRA,1968-01-05,S,F,lydia1@adventure-works.com,20000,1,Partial College,Manual,N
22463,MR.,RAYMOND,CHANDRA,1968-08-28,M,M,raymond4@adventure-works.com,30000,1,Bachelors,Clerical,Y
22464,MR.,ERIK,SANZ,1968-10-11,M,M,erik20@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
22465,MR.,ARTURO,SHAN,1968-10-10,S,M,arturo35@adventure-works.com,40000,0,Graduate Degree,Clerical,Y
22466,MR.,RAUL,TANG,1967-09-13,S,M,raul4@adventure-works.com,20000,1,Partial College,Manual,N
22467,MR.,NEIL,ALVAREZ,1967-02-20,S,M,neil5@adventure-works.com,20000,1,Partial College,Manual,Y
22468,MR.,RUBEN,GONZALEZ,1967-09-18,M,M,ruben19@adventure-works.com,20000,1,Partial College,Manual,Y
22469,MRS.,SABRINA,MORENO,1967-11-01,M,F,sabrina4@adventure-works.com,20000,1,Partial College,Manual,Y
22470,MRS.,CARLY,TANG,1967-11-05,M,F,carly3@adventure-works.com,30000,1,Bachelors,Clerical,Y
22471,MR.,JOEL,MARTINEZ,1967-09-05,S,M,joel16@adventure-works.com,30000,1,Bachelors,Clerical,Y
22472,MRS.,BRIDGET,SHARMA,1967-10-06,S,F,bridget11@adventure-works.com,30000,1,Bachelors,Clerical,N
22473,MR.,CLIFFORD,PATEL,1967-05-14,S,M,clifford3@adventure-works.com,30000,1,Bachelors,Clerical,Y
22474,MRS.,LEAH,ZHU,1966-12-03,S,F,leah11@adventure-works.com,10000,5,Partial High School,Manual,Y
22475,MRS.,HEIDI,RANA,1966-12-10,S,F,heidi13@adventure-works.com,10000,5,Partial High School,Manual,Y
22476,MR.,SHANE,MARTINEZ,1966-11-25,S,M,shane20@adventure-works.com,20000,2,High School,Manual,N
22477,MR.,KEVIN,DIAZ,1966-06-13,S,M,kevin24@adventure-works.com,20000,2,High School,Manual,Y
22478,MRS.,CAROLYN,BROWNING,1966-06-08,S,F,carolyn36@adventure-works.com,30000,1,Bachelors,Clerical,Y
22479,MRS.,TAMMY,MALHOTRA,1966-08-18,M,F,tammy5@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
22480,MRS.,ABBY,GONZALEZ,1966-05-12,M,F,abby16@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
22481,MR.,ERIK,ORTEGA,1966-05-26,M,M,erik22@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
22482,MRS.,CASSIDY,JENKINS,1965-09-16,S,F,cassidy7@adventure-works.com,10000,4,Partial High School,Manual,Y
22483,MR.,LEE,RAMOS,1965-10-25,S,M,lee16@adventure-works.com,10000,4,Partial High School,Manual,Y
22484,MRS.,KRISTY,RUIZ,1965-09-27,S,F,kristy2@adventure-works.com,20000,2,High School,Manual,Y
22485,MR.,ANDY,SUAREZ,1965-08-18,S,M,andy23@adventure-works.com,20000,2,High School,Manual,Y
22486,MR.,JIMMY,RUIZ,1965-04-09,S,M,jimmy4@adventure-works.com,20000,2,High School,Manual,Y
22487,MR.,JONATHON,GILL,1965-04-19,S,M,jonathon10@adventure-works.com,20000,2,High School,Manual,Y
22488,MR.,FREDERICK,PATEL,1965-04-21,M,M,frederick2@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
22489,MR.,ROGER,XIE,1965-06-10,M,M,roger30@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
22490,MRS.,DESIREE,VAZQUEZ,1964-04-26,S,F,desiree11@adventure-works.com,10000,5,Partial High School,Manual,N
22491,MR.,JERRY,NARA,1964-09-20,S,M,jerry18@adventure-works.com,20000,2,High School,Manual,Y
22492,MR.,JORGE,SHE,1964-07-24,S,M,jorge25@adventure-works.com,20000,3,High School,Manual,N
22493,MR.,DWAYNE,SANZ,1964-01-21,S,M,dwayne18@adventure-works.com,20000,3,High School,Manual,Y
22494,MR.,JON,ANDERSEN,1964-02-06,S,M,jon9@adventure-works.com,20000,3,High School,Manual,N
22495,MR.,ANDY,SERRANO,1964-04-04,S,M,andy21@adventure-works.com,20000,3,High School,Manual,Y
22496,MRS.,CHRISTINA,BROOKS,1964-03-03,M,F,christina1@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y
22497,MR.,CASEY,GOMEZ,1963-05-12,S,M,casey24@adventure-works.com,10000,3,Partial High School,Manual,Y
22498,MR.,PEDRO,JIMENEZ,1963-10-28,S,M,pedro26@adventure-works.com,20000,3,High School,Manual,N
22499,MRS.,DAWN,ZHOU,1933-07-06,M,F,dawn10@adventure-works.com,10000,4,High School,Manual,N
22500,MR.,BRENT,ZHAO,1966-08-13,S,M,brent10@adventure-works.com,40000,0,Bachelors,Professional,N
22502,MS.,GRACE,MILLER,1966-12-18,S,F,grace5@adventure-works.com,40000,0,Bachelors,Professional,Y
22503,MS.,SANDRA,ZHAO,1966-07-06,M,F,sandra17@adventure-works.com,40000,0,Bachelors,Professional,Y
22504,MR.,ARTURO,RAI,1966-09-15,S,M,arturo43@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,N
22505,MRS.,JULIE,SHEN,1962-10-25,M,F,julie6@adventure-works.com,30000,1,Partial College,Clerical,N
22506,MRS.,BRENDA,PRASAD,1965-04-02,S,F,brenda13@adventure-works.com,30000,2,Partial College,Clerical,Y
22507,MR.,LOUIS,WANG,1965-07-13,S,M,louis39@adventure-works.com,30000,2,Partial College,Clerical,N
22508,MR.,JON,HUANG,1965-11-04,M,M,jon25@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22509,MRS.,LACEY,NARA,1965-10-04,M,F,lacey6@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22510,MRS.,LORI,GILL,1965-02-11,M,F,lori15@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22511,MRS.,WENDY,SUAREZ,1964-07-18,S,F,wendy18@adventure-works.com,30000,2,Partial College,Clerical,Y
22512,MRS.,MEAGAN,MEHTA,1964-05-15,S,F,meagan14@adventure-works.com,30000,2,Partial College,Clerical,Y
22513,MR.,KENNETH,ANAND,1963-04-15,S,M,kenneth18@adventure-works.com,30000,2,Partial College,Clerical,Y
22514,MR.,MARVIN,JOHNSEN,1977-09-03,S,M,marvin6@adventure-works.com,20000,0,High School,Manual,Y
22515,MRS.,ALEXA,MORRIS,1979-06-09,S,F,alexa17@adventure-works.com,20000,4,High School,Manual,Y
22516,MRS.,ADRIENNE,ORTEGA,1979-05-12,S,F,adrienne17@adventure-works.com,30000,3,Partial College,Clerical,N
22517,MR.,LUIS,ADAMS,1979-08-16,S,M,luis48@adventure-works.com,30000,3,Partial College,Clerical,Y
22518,MRS.,JILLIAN,SAI,1979-04-19,S,F,jillian6@adventure-works.com,30000,3,Partial College,Clerical,N
22519,MR.,LOGAN,HUGHES,1963-11-11,M,M,logan14@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22520,MR.,RODNEY,TORRES,1963-07-10,M,M,rodney8@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22521,MRS.,CHRISTINA,RIVERA,1962-09-18,S,F,christina15@adventure-works.com,30000,1,Partial College,Clerical,Y
22522,MR.,BENJAMIN,HAYES,1962-04-13,S,M,benjamin24@adventure-works.com,30000,1,Partial College,Clerical,N
22523,MR.,JON,XU,1962-07-17,M,M,jon32@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22524,MRS.,MICHELE,HERNANDEZ,1962-06-26,M,F,michele38@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22525,MR.,JULIO,GUTIERREZ,1978-08-06,S,M,julio11@adventure-works.com,30000,4,Partial College,Clerical,Y
22526,MR.,JAMIE,MORENO,1978-11-26,S,M,jamie30@adventure-works.com,30000,4,Partial College,Clerical,Y
22527,MS.,RACHEL,FLORES,1977-06-15,S,F,rachel60@adventure-works.com,20000,0,High School,Manual,N
22528,MS.,JAIME,BLANCO,1976-02-08,S,F,jaime17@adventure-works.com,20000,0,High School,Manual,Y
22529,MR.,ROSS,RAMAN,1975-04-02,S,M,ross12@adventure-works.com,10000,0,Partial High School,Manual,N
22530,MS.,KELLI,JAI,1975-03-28,S,F,kelli34@adventure-works.com,20000,0,High School,Manual,N
22531,MS.,TIFFANY,ZHOU,1976-11-20,S,F,tiffany8@adventure-works.com,20000,0,High School,Manual,Y
22532,MR.,RYAN,THOMAS,1976-08-10,S,M,ryan50@adventure-works.com,30000,0,Partial College,Clerical,N
22533,MR.,JAKE,LIU,1974-02-03,M,M,jake4@adventure-works.com,20000,0,Partial High School,Manual,N
22534,MS.,SUZANNE,LIANG,1975-02-13,S,F,suzanne18@adventure-works.com,30000,0,Partial College,Clerical,Y
22535,MRS.,RACHAEL,PRASAD,1975-02-14,M,F,rachael9@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22536,MRS.,BRIANNA,ROGERS,1975-05-22,M,F,brianna27@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
22537,MR.,XAVIER,JENKINS,1974-06-22,S,M,xavier48@adventure-works.com,20000,0,Partial High School,Manual,N
